collision_index,vehicle_reference,casualty_reference,casualty_class,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,casualty_type
198543F031025,2,1,1,2,0,0,0,1
198543A015025,1,1,1,2,0,0,0,104
198547CA50453,2,1,2,3,0,0,2,109
1985115AA0840,2,2,1,3,0,0,0,109
198543C090065,1,1,1,3,0,0,0,1
198513ED21885,2,5,2,3,0,0,2,109
198597CD00102,2,1,1,3,0,0,0,109
1985600B08042,2,1,2,3,0,0,0,90
198501BC00312,1,1,3,3,5,2,0,0
1985440LR0244,1,3,2,2,0,0,2,109
198501MD00649,1,3,2,3,0,0,0,19
1985040JD1066,2,1,1,3,0,0,0,1
1985373197600,2,5,2,2,0,0,2,109
1985360021040,1,1,1,2,0,0,0,109
1985440BB0405,1,1,3,3,5,1,0,0
198501KD00088,1,2,2,3,0,0,1,109
1985360010744,1,1,1,3,0,0,0,110
198506M025985,1,1,1,3,0,0,0,109
198501ZN00129,1,1,1,3,0,0,0,109
198552JN01067,1,1,2,3,0,0,0,11
19854141D1316,1,1,1,3,0,0,0,109
1985440NW0016,1,1,1,2,0,0,0,109
198550E610141,2,1,1,3,0,0,0,109
19859385C1890,1,2,2,3,0,0,2,109
198543G040085,1,1,1,2,0,0,0,1
1985440UH0080,1,1,1,3,0,0,0,109
19859385W0419,1,1,1,2,0,0,0,1
198501ZP01154,2,3,2,3,0,0,1,109
198552FW01647,1,1,2,3,0,0,2,109
198547XA50339,2,1,1,3,0,0,0,1
198510F227185,1,5,2,3,0,0,2,109
198597QC00610,1,2,2,2,0,0,2,109
1985463100085,1,1,3,3,1,3,0,0
198501BC00027,2,1,1,3,0,0,0,1
19852000E1833,2,2,2,3,0,0,2,109
198548P411085,1,1,3,2,8,3,0,0
19859385W1901,2,1,1,3,0,0,0,109
19852000H0242,2,4,1,3,0,0,0,109
198516G010604,1,2,2,3,0,0,1,109
198501TC00626,1,1,2,2,0,0,0,11
198501SA00795,1,2,1,3,0,0,0,109
198517J100230,1,2,2,3,0,0,1,109
198501ND00096,1,1,2,3,0,0,0,11
1985125097377,1,1,2,3,0,0,0,11
198501QD00022,1,1,2,2,0,0,1,109
1985360012057,2,1,1,3,0,0,0,109
19853385S0490,1,1,1,3,0,0,0,109
198506Q059085,2,1,1,3,0,0,0,109
198595585B016,1,1,3,3,5,1,0,0
198543E108015,2,1,1,3,0,0,0,1
1985238500531,2,2,1,2,0,0,0,104
1985040JH0750,1,1,1,3,0,0,0,1
1985360010911,2,1,1,3,0,0,0,1
198501SW00722,1,1,3,2,5,3,0,0
198550F450225,1,1,1,3,0,0,0,109
198596FA06005,1,1,1,3,0,0,0,109
1985220211011,1,1,1,3,0,0,0,104
1985928504842,2,2,2,3,0,0,0,104
198501XY00036,2,1,1,3,0,0,0,109
1985125262081,1,1,1,2,0,0,0,2
198550B511508,1,1,1,2,0,0,0,109
198597FB04709,2,1,1,3,0,0,0,109
198501MM00053,1,1,3,2,4,3,0,0
19854000C0068,1,2,2,3,0,0,2,109
1985125217374,2,4,2,3,0,0,2,109
1985352025685,2,1,1,3,0,0,0,104
19856385A0351,1,2,1,3,0,0,0,19
198506G228185,2,1,1,3,0,0,0,1
198597LE95409,2,2,2,3,0,0,1,109
198503E111180,1,1,3,3,5,1,0,0
198501JB00048,1,1,1,3,0,0,0,109
198501ZP01179,1,1,1,3,0,0,0,2
198505A200434,1,1,2,3,0,0,2,108
198550C210083,2,2,1,3,0,0,0,11
198505G202732,1,1,3,3,5,1,0,0
19852000K0184,1,6,1,3,0,0,0,109
1985317E81385,1,1,1,3,0,0,0,110
198517K100494,1,1,1,2,0,0,0,109
19859385C1939,2,1,1,3,0,0,0,109
1985440AL0312,2,1,1,2,0,0,0,109
198597LB51606,1,2,2,3,0,0,1,109
1985352259185,2,2,1,2,0,0,0,109
1985360012278,1,1,1,2,0,0,0,90
1985371184700,1,2,2,3,0,0,0,11
1985351137385,2,2,1,3,0,0,0,109
19854200C0099,2,3,2,3,0,0,0,11
198505G200682,1,1,3,2,5,1,0,0
19852000G1287,2,2,1,3,0,0,0,109
1985360050092,1,1,1,3,0,0,0,109
1985305D00820,1,1,1,3,0,0,0,109
198545EC00167,2,1,2,3,0,0,2,109
1985351024985,1,1,3,3,5,3,0,0
198517M300528,1,1,3,3,5,1,0,0
1985600B08075,2,3,2,3,0,0,1,109
198501KG00679,1,2,2,3,0,0,1,109
1985305D00703,1,2,2,3,0,0,1,109
198543E098055,3,1,2,3,0,0,2,108
1985238501687,2,1,1,3,0,0,0,104
198552AC01068,1,1,3,3,1,3,0,0
198514A302420,1,1,3,3,4,3,0,0
198501TW00257,1,1,3,2,5,1,0,0
198503G100910,1,1,1,3,0,0,0,109
198501KG00639,1,1,2,3,0,0,2,109
198510B108885,1,1,3,3,4,1,0,0
1985440TL0105,1,1,3,3,5,1,0,0
1985440TB0707,2,3,1,3,0,0,0,109
1985317F80390,1,1,1,3,0,0,0,109
1985220704045,2,1,2,3,0,0,2,109
198543A119115,1,1,1,2,0,0,0,11
1985040BD0772,1,1,1,3,0,0,0,104
198510E202585,2,1,1,3,0,0,0,1
198543A076035,1,1,1,3,0,0,0,109
1985352011085,1,1,3,2,5,4,0,0
198501YR00570,1,2,2,3,0,0,2,109
198501RD00800,1,1,1,3,0,0,0,19
1985620J12840,2,1,1,3,0,0,0,109
198534BS01182,1,1,1,3,0,0,0,2
19854200C1282,2,1,1,3,0,0,0,109
198597LD80211,1,2,2,2,0,0,2,109
1985440BL0018,2,2,1,3,0,0,0,109
19854200F0565,1,2,1,2,0,0,0,104
1985238501555,1,1,1,3,0,0,0,1
198547CA50763,1,1,1,3,0,0,0,109
198501YF00803,1,2,2,3,0,0,0,104
1985238501278,1,2,2,2,0,0,2,109
19854200F0966,2,1,2,2,0,0,1,109
198506L056785,2,1,1,3,0,0,0,109
198550B421067,2,1,1,3,0,0,0,104
198501CB00150,1,1,2,3,0,0,1,109
1985220607031,1,1,1,2,0,0,0,1
1985464109925,2,1,1,2,0,0,0,1
1985928504957,1,1,1,2,0,0,0,104
198501YE00532,1,1,1,3,0,0,0,109
1985440DR0116,1,2,2,3,0,0,0,11
1985465110855,1,2,2,3,0,0,2,109
198547CA50803,2,1,2,3,0,0,1,109
198501XY00519,1,1,3,3,5,1,0,0
1985075C11482,2,2,1,2,0,0,0,109
1985351050585,2,1,1,3,0,0,0,104
19854200H0317,1,1,1,3,0,0,0,104
19852000G2319,1,1,2,3,0,0,2,109
198501LS00283,1,1,1,2,0,0,0,1
198543E095115,2,1,1,3,0,0,0,109
198513BB26185,1,1,1,3,0,0,0,109
198550C520190,1,1,1,3,0,0,0,104
198505F301352,1,2,1,3,0,0,0,109
198501DD00593,1,1,1,3,0,0,0,104
1985075A10232,2,1,2,3,0,0,1,109
198514A102582,1,2,3,3,6,9,0,0
1985075C10537,1,3,3,3,9,5,0,0
198501CB00154,1,1,3,3,1,1,0,0
1985620C16890,2,1,2,3,0,0,0,11
198550D431057,1,1,3,3,5,2,0,0
1985620H10330,2,1,2,3,0,0,1,109
19853385N0606,2,1,1,2,0,0,0,2
198548P407885,1,1,1,3,0,0,0,104
1985215300412,1,1,1,3,0,0,0,109
198510D109085,2,1,1,3,0,0,0,104
1985351256485,1,1,1,2,0,0,0,1
1985125366420,2,2,2,3,0,0,1,109
198552GD01193,1,1,1,3,0,0,0,109
198501YE00713,1,1,1,3,0,0,0,109
19852000L1530,1,1,3,2,5,3,0,0
19856385A0377,2,4,2,3,0,0,0,110
198550A420637,2,3,2,2,0,0,1,109
19852000H1763,1,1,3,3,5,1,0,0
1985530AI0345,2,1,1,3,0,0,0,104
198505E101099,1,1,3,3,5,1,0,0
198501QA00563,1,1,3,3,5,1,0,0
198513AA06285,1,1,1,3,0,0,0,19
198506K006885,1,1,3,2,5,1,0,0
198534AK00312,2,2,1,3,0,0,0,109
1985600C08187,1,1,1,3,0,0,0,109
198501GN00427,1,1,1,3,0,0,0,1
1985360021988,1,3,2,3,0,0,2,109
1985220712024,1,1,3,2,5,3,0,0
1985910090891,2,1,1,3,0,0,0,104
198550A511677,1,1,2,3,0,0,1,109
1985360021283,2,1,1,3,0,0,0,104
198516D151437,1,1,1,3,0,0,0,19
198513AB06385,1,1,3,3,5,1,0,0
198501VD00333,1,1,1,3,0,0,0,104
1985948502477,2,3,1,3,0,0,0,109
19852000K3007,2,1,1,2,0,0,0,1
19852000M2046,1,1,3,2,5,3,0,0
198513GC17185,2,1,1,3,0,0,0,2
198501TD00358,2,1,1,2,0,0,0,2
1985040AJ1374,1,1,1,3,0,0,0,109
198501KG00668,1,1,1,3,0,0,0,109
198513GC09185,1,1,2,2,0,0,0,104
198506L251985,2,1,1,3,0,0,0,109
198501QD00538,1,1,3,3,1,2,0,0
19852000B2328,2,1,1,3,0,0,0,1
1985220308001,1,1,1,3,0,0,0,104
19853385C0481,1,1,3,2,5,1,0,0
1985351003785,2,1,1,2,0,0,0,1
1985351273785,1,1,1,3,0,0,0,109
198550B511449,1,1,1,2,0,0,0,104
1985075C11256,2,1,1,3,0,0,0,104
1985440JH0519,1,1,3,3,5,1,0,0
198501FF00264,1,1,2,3,0,0,0,11
198501KG00345,1,1,1,3,0,0,0,1
198501BD00057,1,1,3,2,1,1,0,0
19852000J0225,1,1,1,3,0,0,0,109
198597LA02207,1,1,1,2,0,0,0,104
198547CA51034,1,2,2,3,0,0,1,109
198532A087885,1,1,1,3,0,0,0,109
1985125204653,2,2,1,3,0,0,0,109
198501XR00033,2,1,1,3,0,0,0,109
198501JC00291,3,5,2,3,0,0,0,90
1985463107265,1,2,1,3,0,0,0,109
19859385C0345,1,1,3,2,5,3,0,0
198501ZN00800,2,1,2,3,0,0,1,109
198514D100182,1,1,3,3,1,3,0,0
1985115AK0282,1,1,1,3,0,0,0,104
198552FY01780,1,1,3,3,5,1,0,0
1985238501908,2,3,1,3,0,0,0,113
198552CR02320,1,1,3,3,9,5,0,0
19854200C0998,2,2,1,3,0,0,0,109
198505F200743,1,1,3,3,5,3,0,0
198597FA06212,2,1,1,3,0,0,0,109
198501RY01022,2,3,2,3,0,0,2,109
1985215500430,2,3,2,3,0,0,1,109
198501TD00803,2,1,2,3,0,0,2,109
1985373006200,3,1,2,2,0,0,0,19
1985440AA0075,1,1,1,3,0,0,0,1
19854141A2131,1,1,1,3,0,0,0,109
1985215500529,1,4,1,3,0,0,0,109
1985928500218,1,2,2,3,0,0,0,104
198501WA00256,1,1,1,3,0,0,0,2
1985373063800,2,1,1,3,0,0,0,1
198501ZP00442,1,1,3,3,5,1,0,0
198532C009985,1,1,1,3,0,0,0,2
198550D350662,2,2,1,3,0,0,0,104
1985461301875,2,3,1,3,0,0,0,109
198501YT00442,1,1,2,3,0,0,1,109
19852000B1422,1,1,3,3,5,2,0,0
198552DC00091,2,3,2,3,0,0,2,109
198545NA00410,2,1,1,3,0,0,0,109
19852000E2937,1,1,3,3,5,2,0,0
1985440RF0691,2,1,1,3,0,0,0,1
198513AB24485,1,1,2,3,0,0,0,11
198516P020575,1,1,1,3,0,0,0,1
1985215500970,1,2,2,3,0,0,0,110
198501HB00059,1,1,3,3,5,3,0,0
198501ZN00821,2,1,1,3,0,0,0,109
198505D401363,1,2,2,3,0,0,1,109
198501CD00128,1,1,3,3,4,1,0,0
198543C146115,1,1,1,2,0,0,0,104
19854200C0842,2,1,1,3,0,0,0,104
1985373212900,2,1,1,2,0,0,0,1
1985600D05136,2,2,1,2,0,0,0,104
198501JB00808,1,1,1,3,0,0,0,109
198545WG00478,1,1,3,2,5,1,0,0
1985075A21060,1,1,1,3,0,0,0,109
198501JI00597,1,1,3,3,4,1,0,0
1985215200087,1,2,2,2,0,0,1,109
198534BD00943,1,1,1,2,0,0,0,104
198597KA05605,2,1,1,2,0,0,0,104
1985371088600,2,2,1,2,0,0,0,109
198501ND00125,1,1,1,3,0,0,0,109
198516D170736,1,1,1,3,0,0,0,104
198501YT00568,1,1,1,3,0,0,0,104
1985440BB0352,2,1,1,3,0,0,0,104
198501HH00555,1,1,1,1,0,0,0,113
19853385S0407,2,1,1,3,0,0,0,104
198595985D006,2,1,1,3,0,0,0,1
198561A48085P,1,2,3,2,5,1,0,0
1985040CD1482,2,2,2,3,0,0,1,109
198501YR00471,1,1,2,3,0,0,1,109
198501YF00010,1,1,3,3,8,5,0,0
198501XR00690,1,1,1,3,0,0,0,104
198547MA50063,2,1,2,3,0,0,1,109
198501KE00027,1,1,2,3,0,0,0,11
198501LK00282,3,1,1,2,0,0,0,104
198514F100653,1,2,2,3,0,0,1,109
198501KW00032,1,1,1,3,0,0,0,109
19852000M3225,2,1,1,3,0,0,0,19
198501SW00140,2,2,1,3,0,0,0,1
198550E520736,1,1,1,2,0,0,0,109
198543D021015,1,2,2,3,0,0,1,109
19854200G0178,1,1,1,3,0,0,0,109
198545ER00085,1,1,1,2,0,0,0,104
198501VW00113,1,1,3,3,5,1,0,0
198543C026125,1,2,2,3,0,0,1,109
198561C07385P,1,1,3,2,4,1,0,0
1985305A00391,2,1,1,3,0,0,0,1
1985075E10490,1,1,1,3,0,0,0,109
1985115DJ0063,1,3,2,3,0,0,2,109
198554CS02065,2,1,1,1,0,0,0,90
1985360010528,1,2,1,3,0,0,0,109
198506A090185,1,1,3,3,5,3,0,0
198501EH00265,2,1,1,3,0,0,0,109
198597QA02404,2,2,2,3,0,0,2,109
198501FS00121,2,1,2,3,0,0,0,11
198554CD05175,1,1,1,2,0,0,0,2
198552JO01060,1,1,1,3,0,0,0,104
1985040KM0445,2,2,1,3,0,0,0,113
198597FB00309,2,1,1,3,0,0,0,1
198501ZP01364,1,1,1,3,0,0,0,103
19852000B3528,3,1,1,3,0,0,0,2
198532A114285,2,1,1,3,0,0,0,104
1985220110065,1,2,2,3,0,0,1,109
1985948504152,1,1,1,3,0,0,0,109
198597CA04611,1,1,3,2,5,1,0,0
1985075M10520,1,1,2,3,0,0,2,109
1985305D00944,2,4,1,3,0,0,0,109
198501VD00610,1,1,1,3,0,0,0,104
198552DF01559,1,1,1,3,0,0,0,104
198501WD00040,2,2,1,2,0,0,0,104
1985220706018,1,1,3,3,5,3,0,0
198532A071885,1,1,3,2,9,7,0,0
198513CB18885,1,1,3,3,5,1,0,0
198547HA50246,1,2,1,3,0,0,0,109
198595785C043,2,1,2,3,0,0,2,109
1985928500391,1,2,2,3,0,0,1,109
198597UB00603,1,1,3,2,9,5,0,0
198513DC00485,2,2,1,3,0,0,0,19
1985215200646,1,1,1,2,0,0,0,109
19854200E0648,1,4,2,3,0,0,2,109
1985600C03216,1,2,2,2,0,0,1,109
198597FC06004,1,1,1,3,0,0,0,2
198501GN00466,1,1,3,3,5,2,0,0
198550D211887,2,1,1,2,0,0,0,2
1985620H16550,1,1,3,2,1,1,0,0
198501PR00749,1,1,1,3,0,0,0,109
198501VD00248,1,1,1,3,0,0,0,109
198501LS00195,1,1,1,3,0,0,0,109
1985620C09480,1,1,2,3,0,0,2,109
198550A230823,1,1,1,3,0,0,0,109
198501EK00007,1,1,1,3,0,0,0,104
198501ZN00485,1,1,1,3,0,0,0,109
198543A064085,2,1,1,3,0,0,0,2
1985530AI0788,2,1,1,3,0,0,0,1
198501QA00114,1,1,3,3,5,1,0,0
1985440OC0374,1,1,1,2,0,0,0,1
198513HA19585,1,1,1,3,0,0,0,109
198501EH00480,1,1,3,3,5,1,0,0
198505B302118,1,1,1,3,0,0,0,109
198505E101599,1,1,3,3,5,1,0,0
198554MA01345,2,2,1,3,0,0,0,109
198501PD00059,2,1,1,3,0,0,0,104
1985220603028,2,3,2,2,0,0,1,109
198545ED00220,2,1,1,3,0,0,0,1
198506G091885,1,1,3,2,8,2,0,0
1985360011850,1,1,1,2,0,0,0,109
198501JB00038,1,1,3,3,6,9,0,0
198543C121065,2,1,1,3,0,0,0,104
198597GC41212,2,1,2,3,0,0,1,109
1985462301465,1,1,1,2,0,0,0,19
198534AC00255,1,2,2,3,0,0,1,109
198501CD00271,1,1,3,3,5,3,0,0
1985558524365,1,1,1,3,0,0,0,2
19854200E0331,2,1,1,3,0,0,0,2
198501LS00043,1,1,2,3,0,0,1,109
198501NH00308,2,1,2,3,0,0,0,11
198501RD00171,1,1,1,1,0,0,0,109
198501VW00748,2,1,1,1,0,0,0,1
198597UB21107,1,6,2,3,0,0,2,109
1985600A09137,2,4,2,3,0,0,0,90
198597LF02706,1,1,3,3,5,1,0,0
1985558521888,1,1,1,3,0,0,0,109
1985075E21375,1,1,2,2,0,0,0,11
198501NH00231,2,1,1,3,0,0,0,1
198503D200640,2,2,1,3,0,0,0,109
198501JB00030,1,1,1,3,0,0,0,109
198547UA50134,1,1,2,3,0,0,1,109
1985125304022,1,1,1,2,0,0,0,109
198505F201731,1,1,2,3,0,0,2,109
198595185G002,1,2,1,3,0,0,0,109
198514E101551,1,1,2,3,0,0,0,11
1985530CI0134,1,2,2,3,0,0,1,109
1985461201015,2,1,1,3,0,0,0,104
1985440CC0189,1,1,1,3,0,0,0,104
1985125377030,1,1,1,2,0,0,0,109
1985371164100,2,1,1,3,0,0,0,1
198506L150085,1,1,1,3,0,0,0,109
1985040CH1758,1,1,2,3,0,0,2,108
19853385N0092,2,1,1,3,0,0,0,2
19854141D1024,2,1,1,3,0,0,0,109
198543F021115,1,1,1,3,0,0,0,103
198501ZN00241,2,2,2,3,0,0,1,109
1985360011177,2,1,1,2,0,0,0,109
198503E302780,1,1,2,2,0,0,1,109
198532B141885,2,3,2,3,0,0,1,109
19852000M0803,1,1,3,2,9,5,0,0
198597GA07811,1,1,3,3,4,4,0,0
1985620F04610,1,1,2,3,0,0,1,109
1985360011398,1,1,1,3,0,0,0,2
19854200G0265,2,2,1,3,0,0,0,19
198501KD00179,1,1,3,3,4,3,0,0
1985305D00222,2,2,1,3,0,0,0,109
198513BC08985,2,1,1,3,0,0,0,1
1985600A06106,2,2,2,3,0,0,2,109
1985075B10752,2,1,1,3,0,0,0,1
1985600C11011,2,1,1,3,0,0,0,104
198561C29485P,1,2,2,3,0,0,2,109
198545WF00148,1,1,1,3,0,0,0,109
198506K285685,2,2,2,3,0,0,2,109
1985215400390,1,3,1,2,0,0,0,1
198501CD00246,1,1,1,3,0,0,0,2
198505G400615,1,2,2,3,0,0,1,109
1985352222885,1,1,1,3,0,0,0,19
198543H032075,2,1,1,3,0,0,0,1
198501YF00218,1,1,1,3,0,0,0,109
1985620D19660,1,1,3,1,5,1,0,0
198534BN01267,1,1,3,2,5,3,0,0
1985040CG1489,1,1,3,2,6,5,0,0
198547CA50365,1,1,3,3,5,3,0,0
198501GN00558,1,1,1,3,0,0,0,104
198506P074985,1,1,1,3,0,0,0,104
1985620B21270,1,1,1,3,0,0,0,109
198503A205060,1,1,3,3,5,3,0,0
198545NA00346,3,3,2,3,0,0,2,109
198501YF00174,1,1,1,3,0,0,0,2
198501TW00500,1,1,1,3,0,0,0,1
1985220610004,2,1,1,3,0,0,0,1
198506K223985,1,1,3,3,5,2,0,0
19853385S0507,2,1,1,3,0,0,0,1
19853385N0243,1,1,1,3,0,0,0,109
1985040GD0841,1,2,2,3,0,0,1,109
19852000D1906,1,2,2,3,0,0,1,109
1985305D00111,1,1,2,3,0,0,1,109
198597GA05105,1,1,3,3,4,3,0,0
198506Q091985,1,1,3,3,5,1,0,0
198501KG00632,1,2,2,3,0,0,0,11
198505D400352,1,1,3,3,5,2,0,0
198501BC00405,1,1,1,2,0,0,0,109
198547CA50959,1,1,3,3,5,3,0,0
198501JC00267,1,1,3,2,5,4,0,0
198547XA50022,1,1,1,2,0,0,0,109
198501PR00495,2,2,2,3,0,0,1,109
198501DD00475,1,1,2,3,0,0,2,108
1985125290757,2,2,1,3,0,0,0,113
198501DD00495,1,1,3,3,1,3,0,0
1985215700270,3,2,1,3,0,0,0,11
19854200H1058,2,1,1,3,0,0,0,1
1985220709054,1,1,3,3,5,4,0,0
198534BS01507,2,1,2,3,0,0,1,109
1985372076900,1,1,1,3,0,0,0,2
198543A190115,1,1,1,3,0,0,0,109
1985440HP0118,2,1,1,3,0,0,0,109
198501JB00099,1,1,3,2,10,3,0,0
198506N083585,2,1,1,3,0,0,0,109
198501XD00545,1,1,3,3,5,2,0,0
1985220210028,1,1,1,3,0,0,0,109
198513BC26885,1,1,1,2,0,0,0,104
1985317F20384,1,1,3,2,1,1,0,0
198501EH00020,1,1,3,2,4,1,0,0
198543A009015,2,1,1,3,0,0,0,104
1985910090313,1,1,1,3,0,0,0,109
19854200B0606,1,2,1,3,0,0,0,104
19854000C1875,1,1,1,3,0,0,0,2
198501KG00183,1,1,3,3,5,1,0,0
198501ND00552,1,1,1,3,0,0,0,104
198501TW00003,1,3,1,3,0,0,0,109
198501VD00789,1,1,1,3,0,0,0,104
198597FA04311,1,1,1,3,0,0,0,104
198514B201612,1,1,3,3,5,1,0,0
19852000K2618,1,1,2,2,0,0,1,109
198550B211090,1,1,1,3,0,0,0,109
19852000D0933,1,1,1,2,0,0,0,2
1985125224569,2,2,1,2,0,0,0,104
1985215700567,1,3,2,3,0,0,2,109
198514B100833,1,1,3,3,5,1,0,0
19852000K3608,1,1,1,3,0,0,0,2
19856385A0103,2,1,2,3,0,0,1,109
19854141B2184,3,3,1,2,0,0,0,109
198501FD00354,1,1,1,2,0,0,0,1
198543E019115,1,1,1,3,0,0,0,2
1985215200565,2,1,1,3,0,0,0,109
198513CB30085,1,2,3,3,5,1,0,0
198506Q072185,1,1,3,3,5,3,0,0
19852000C0989,1,2,1,3,0,0,0,109
198501MS00203,1,1,3,3,5,2,0,0
198501QD00251,1,1,1,3,0,0,0,1
198545ED00101,2,3,1,3,0,0,0,109
19854000D0505,2,1,1,3,0,0,0,109
1985600C06032,1,2,2,2,0,0,1,109
198510A114285,1,2,2,3,0,0,1,109
1985305B00106,1,2,2,3,0,0,0,104
1985220307015,1,2,2,3,0,0,0,104
1985530CI0231,2,1,1,3,0,0,0,1
198501KG00332,1,2,1,3,0,0,0,109
19852000M2037,1,1,1,3,0,0,0,2
1985125014357,4,1,2,3,0,0,2,109
19854000D1196,1,1,1,3,0,0,0,109
198501PN00627,1,1,1,3,0,0,0,109
1985040JA1531,1,1,2,3,0,0,0,104
1985948501147,2,1,2,3,0,0,1,109
198545NW00134,2,1,1,3,0,0,0,1
19854141T1012,1,1,1,3,0,0,0,109
1985220501026,1,1,1,3,0,0,0,109
1985075M10531,1,10,2,2,0,0,0,110
19854000D0622,2,1,1,3,0,0,0,109
1985530AI0441,1,1,3,3,5,1,0,0
1985948504862,1,2,2,3,0,0,2,109
198501ZD00839,1,1,3,3,5,1,0,0
19854200E0562,2,1,1,3,0,0,0,104
198506K064485,1,1,3,3,5,1,0,0
198543A017075,1,4,2,3,0,0,0,11
198501LD00107,1,1,3,2,5,4,0,0
198510B301985,2,1,1,3,0,0,0,104
19852000J2561,2,1,1,3,0,0,0,1
198597FB05604,1,1,3,3,5,1,0,0
198513HB09985,1,1,2,3,0,0,0,11
19859385W1995,1,1,1,3,0,0,0,113
198545NA00209,1,2,2,3,0,0,1,109
1985040DD0179,1,1,1,3,0,0,0,109
1985220709044,1,1,1,2,0,0,0,103
198501JI00065,1,2,2,3,0,0,0,11
198505D301738,2,1,1,3,0,0,0,109
198506L150385,1,1,3,3,5,3,0,0
198547CA51169,1,1,3,3,5,3,0,0
198513DC25685,2,1,1,3,0,0,0,2
1985075D11808,1,1,1,3,0,0,0,113
198501JC00401,1,1,3,3,5,1,0,0
198532B061785,1,2,2,2,0,0,1,109
19852000M0763,1,1,3,2,5,1,0,0
1985462403195,2,2,1,3,0,0,0,2
1985352057185,1,2,2,3,0,0,1,109
198501WA00294,2,1,1,3,0,0,0,104
198597QA03409,1,1,3,3,5,1,0,0
198501EK00286,1,1,1,3,0,0,0,104
198550D310839,1,1,1,2,0,0,0,104
198545NC00431,1,2,1,3,0,0,0,103
198597EA00611,1,1,3,2,8,3,0,0
198548P629985,1,1,1,1,0,0,0,109
1985465301425,2,1,1,3,0,0,0,1
198505F102236,2,1,1,3,0,0,0,109
198554AL05325,1,1,3,3,9,8,0,0
198547CA50921,1,1,3,3,5,1,0,0
19856385C0067,1,1,3,3,5,1,0,0
198543G099085,1,1,2,3,0,0,1,109
1985125243512,3,21,2,3,0,0,0,11
1985928505130,1,1,3,2,5,1,0,0
19854200F0955,1,1,2,3,0,0,2,109
198517K300090,2,1,1,3,0,0,0,109
1985220109026,1,1,1,3,0,0,0,104
198501WA00448,1,1,2,3,0,0,0,19
198501ZN00730,1,1,1,2,0,0,0,104
198501TG00272,1,1,1,3,0,0,0,104
198505E300736,1,1,3,2,8,2,0,0
198501XD01052,1,1,1,3,0,0,0,109
198501JI00023,1,1,1,3,0,0,0,104
198501YE00200,2,4,2,3,0,0,1,109
19854000D2220,3,1,1,3,0,0,0,109
198501VW00472,1,1,3,2,5,1,0,0
19859385E0130,1,1,3,3,5,1,0,0
198514F100493,3,1,1,3,0,0,0,109
1985464306335,1,1,1,2,0,0,0,104
19852000F0426,2,1,1,3,0,0,0,2
198501TC00062,1,1,3,3,8,2,0,0
198501KE00156,1,1,2,3,0,0,0,11
198506N091985,1,1,3,2,5,4,0,0
1985371157400,1,1,1,3,0,0,0,109
198543C068075,2,1,1,3,0,0,0,1
1985115DJ0672,1,1,3,3,5,2,0,0
198501WD00082,1,1,3,3,4,1,0,0
198503E309680,1,1,1,2,0,0,0,109
198501YT00355,1,1,3,2,9,9,0,0
198516K031151,1,1,1,2,0,0,0,1
19854141B4124,1,1,2,3,0,0,1,109
19852000F1630,1,1,2,3,0,0,1,109
198534AC00665,1,1,3,3,6,7,0,0
198595985A016,1,1,3,3,5,4,0,0
198501RW00581,2,2,2,3,0,0,2,109
198550E521748,2,1,1,3,0,0,0,109
19852000E3528,2,1,1,3,0,0,0,109
198552JW00522,2,1,1,3,0,0,0,104
198548P618185,1,1,1,3,0,0,0,113
198501PL00423,1,1,1,3,0,0,0,109
19853385S0742,1,1,2,2,0,0,1,109
19854141T1026,1,3,2,3,0,0,2,109
19852000K1022,1,1,3,2,5,1,0,0
1985440TW0126,1,1,1,3,0,0,0,2
198550F210840,2,1,1,2,0,0,0,1
198501BH00323,1,1,3,3,4,3,0,0
1985530AI0620,1,1,1,3,0,0,0,109
1985115BE0417,1,1,1,3,0,0,0,109
198552CG02017,1,1,1,3,0,0,0,109
198506Q220385,1,1,3,3,5,3,0,0
198513EC11385,1,1,1,3,0,0,0,104
198547YA50653,1,2,2,3,0,0,1,109
1985440EH0188,1,2,3,3,10,7,0,0
198543G078015,1,1,1,3,0,0,0,109
1985371117300,1,1,1,2,0,0,0,104
198545WF00325,1,1,1,2,0,0,0,2
198513HA07185,1,1,1,3,0,0,0,104
198543C054105,2,1,1,1,0,0,0,1
198532E111085,2,2,2,3,0,0,1,109
1985040HH0373,2,1,1,2,0,0,0,104
198547TA50426,1,1,1,3,0,0,0,109
198514C302295,1,1,1,3,0,0,0,104
1985040JN1508,1,1,3,3,5,1,0,0
1985620H03680,1,3,1,3,0,0,0,109
1985910120044,2,1,1,3,0,0,0,109
1985530BI0596,1,1,1,2,0,0,0,109
198545NC00040,2,1,1,3,0,0,0,104
198543C165105,1,1,1,3,0,0,0,109
1985215300301,1,1,2,2,0,0,0,104
1985360011686,1,2,2,3,0,0,0,104
198501ZP01270,1,1,3,2,5,1,0,0
1985600C01180,2,1,2,3,0,0,1,109
198597EB00705,1,1,2,3,0,0,1,109
198501KD00630,1,1,1,3,0,0,0,104
1985040AM0771,1,1,3,3,10,9,0,0
1985440RF0426,2,1,1,3,0,0,0,104
198597PA01511,1,1,3,3,5,3,0,0
198543H044065,1,1,3,2,9,5,0,0
198516G111142,1,1,2,2,0,0,2,109
198545ED00304,2,1,1,3,0,0,0,1
198506B111785,1,1,3,2,5,3,0,0
