collision_index,vehicle_reference,casualty_reference,casualty_class,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,casualty_type
197934AK00552,1,1,1,2,0,0,0,109
197901AGIIE29,1,1,1,2,0,0,0,104
197914C101318,2,1,1,3,0,0,0,104
197920HLRJC00,1,1,2,3,0,0,0,11
197901GOPDV42,1,1,1,3,0,0,0,19
1979040DB0774,1,2,2,3,0,0,1,109
19794141A3018,2,2,2,3,0,0,0,104
197961B20679P,1,1,1,3,0,0,0,104
197947XA90707,1,1,3,3,5,3,0,0
1979557912355,2,3,1,3,0,0,0,109
197948BBNG370,2,2,2,3,0,0,-1,109
1979119DJ0148,1,3,2,3,0,0,2,109
197943F044079,2,2,1,3,0,0,0,109
1979219300105,1,1,1,3,0,0,0,109
197906B000775,1,1,3,3,6,3,0,0
197954AD02879,1,1,3,3,5,1,0,0
197997KA20208,1,1,3,3,5,3,0,0
197906E001055,2,2,1,3,0,0,0,1
1979220304011,1,1,1,2,0,0,0,2
1979620C01620,1,1,3,3,5,1,0,0
1979530WI0773,2,1,1,2,0,0,0,104
197901EJPEE08,1,2,1,3,0,0,0,104
197920DBLL402,1,1,3,2,5,9,0,0
1979440AH0169,2,5,2,3,0,0,1,109
1979220703026,1,1,1,3,0,0,0,109
197907HFCDE10,1,1,1,3,0,0,0,109
197950G480808,1,1,1,2,0,0,0,109
1979620G04490,1,1,1,1,0,0,0,109
197901JUWJQ71,1,1,2,3,0,0,1,109
1979360020235,3,4,2,3,0,0,1,109
197901IJPBF05,1,1,1,3,0,0,0,109
197947YA90052,1,1,1,3,0,0,0,113
197943E073059,2,1,1,2,0,0,0,1
197914A101491,1,1,3,3,4,3,0,0
197901GSOKC94,2,1,1,3,0,0,0,1
197912A033879,1,1,1,2,0,0,0,109
197943F040129,1,1,2,2,0,0,1,109
197950G530969,2,1,1,3,0,0,0,109
197901JGCAE54,1,1,2,3,0,0,0,19
19794000D1259,1,1,1,3,0,0,0,109
197910G025979,1,1,3,3,5,1,0,0
197901LISDD47,2,1,1,3,0,0,0,109
197950E400957,1,2,2,3,0,0,1,109
19793379N0268,1,1,2,2,0,0,1,109
1979420060199,1,1,1,3,0,0,0,109
1979530NI0781,1,1,1,2,0,0,0,109
1979980654230,1,2,2,2,0,0,1,109
197905B301294,1,1,2,3,0,0,1,109
1979040JA1905,1,2,1,3,0,0,0,109
197917F301221,1,4,3,3,5,9,0,0
1979360040423,1,2,2,3,0,0,2,109
19794141F2035,1,1,1,3,0,0,0,104
1979355131079,1,2,1,3,0,0,0,109
197952ESC1215,2,1,1,2,0,0,0,109
197903B202630,1,1,3,3,5,3,0,0
1979040BD0296,1,1,3,3,5,2,0,0
1979230000381,2,1,1,3,0,0,0,109
197901JDCGF07,1,2,1,2,0,0,0,109
1979620D06880,1,1,3,2,5,3,0,0
197947NA90675,2,1,1,3,0,0,0,2
197920E7TC500,1,1,1,3,0,0,0,109
197943B068099,1,1,3,2,5,1,0,0
197901K7RDK08,1,1,3,3,5,6,0,0
197910F029979,2,3,1,3,0,0,0,109
197937KDIIV30,1,1,1,2,0,0,0,113
197996PF02114,1,1,3,2,5,2,0,0
1979420031064,1,1,1,3,0,0,0,109
197901AERHC30,1,1,2,3,0,0,1,109
1979315301472,1,2,2,3,0,0,1,109
197943F047099,2,2,2,3,0,0,1,109
197901DEJEC94,1,1,3,3,5,9,0,0
197950L760873,1,1,1,2,0,0,0,109
197901GMNBF09,2,6,2,3,0,0,2,109
197906B000556,1,6,2,3,0,0,2,109
197906L001675,1,1,3,3,5,1,0,0
1979220712045,1,1,1,3,0,0,0,109
197906L000408,1,1,1,3,0,0,0,109
1979557912531,1,3,1,3,0,0,0,109
19793379S0828,1,1,1,3,0,0,0,1
197912D091779,1,1,1,3,0,0,0,109
197997GB20508,1,1,3,2,5,3,0,0
197943B082109,3,3,1,3,0,0,0,109
1979557923227,1,2,2,2,0,0,1,109
197910A045679,2,1,1,2,0,0,0,104
1979466202759,1,1,1,3,0,0,0,109
1979461309169,1,3,2,3,0,0,2,109
197952JSE1114,2,2,1,2,0,0,0,109
197947XA90035,1,1,1,2,0,0,0,104
1979620B08200,1,1,1,3,0,0,0,103
197997EB05809,1,1,2,3,0,0,1,109
197901A5VLI21,1,1,1,3,0,0,0,2
1979557922314,2,1,2,2,0,0,1,109
1979910120281,1,1,1,3,0,0,0,109
197934CN00478,1,1,1,3,0,0,0,104
1979530WI0630,1,1,2,2,0,0,0,110
197901BESDW91,1,1,1,3,0,0,0,109
197907LLOFQ70,1,1,2,3,0,0,1,109
197945GD00435,1,1,1,3,0,0,0,109
197901K4MFD75,1,1,3,3,2,9,0,0
197914C301166,1,1,1,3,0,0,0,109
197914A101439,1,1,3,2,5,1,0,0
1979230000154,1,2,2,3,0,0,0,110
197997FC03511,1,1,1,2,0,0,0,109
197934BR00159,2,1,1,3,0,0,0,19
1979530EI0500,1,1,1,3,0,0,0,1
197996KS03087,1,1,1,3,0,0,0,109
197920HAOIA50,1,1,3,3,10,5,0,0
197997QA00102,1,2,2,3,0,0,1,109
1979311200075,1,1,1,2,0,0,0,103
197947RA90054,2,2,1,3,0,0,0,109
1979463104569,1,2,2,2,0,0,1,109
197901LAKJO38,1,1,2,3,0,0,0,11
1979620C02020,2,1,1,3,0,0,0,109
1979220208040,2,3,2,3,0,0,2,109
1979220211050,1,5,2,3,0,0,0,19
197916K090003,1,3,2,3,0,0,0,113
1979600D06134,1,3,3,3,9,7,0,0
197913A174579,1,1,3,3,5,1,0,0
1979927904648,2,1,1,3,0,0,0,104
197947CA90891,1,1,3,3,9,5,0,0
197901L3NAJ70,1,1,3,3,5,6,0,0
197920HSRBO90,1,1,1,3,0,0,0,104
197901IFAEL17,1,3,2,2,0,0,2,109
1979557912343,1,1,1,3,0,0,0,109
1979352000279,2,2,1,3,0,0,0,19
197920A04J503,1,1,1,3,0,0,0,109
197906Q002198,1,1,2,3,0,0,1,109
197913Q106179,1,1,1,3,0,0,0,109
197916L040380,1,1,1,2,0,0,0,104
197903G104260,2,2,2,3,0,0,2,109
197910H042079,1,1,1,1,0,0,0,104
197910H093379,1,1,2,3,0,0,0,11
197943H016049,1,1,1,2,0,0,0,109
197920C6TD500,1,1,3,3,5,9,0,0
197913A063979,1,1,1,3,0,0,0,104
197914C101283,1,2,3,3,5,1,0,0
197961B554790,1,1,3,2,10,3,0,0
197943F004089,1,1,1,3,0,0,0,19
197920CQJC300,1,1,3,3,5,6,0,0
197901JMRGR03,2,1,1,3,0,0,0,1
197906Q002100,2,1,1,3,0,0,0,1
197995479G033,1,1,2,3,0,0,1,109
1979440AF0110,1,1,1,3,0,0,0,104
197950B150948,1,1,1,2,0,0,0,109
197901AKXGK74,1,1,1,3,0,0,0,109
197997EA03008,1,1,3,2,5,1,0,0
1979466207959,1,1,1,2,0,0,0,109
1979220605057,2,2,2,2,0,0,1,109
197901IUDDU74,2,1,1,2,0,0,0,109
197920L8RHO30,1,1,1,3,0,0,0,104
197914E101863,1,1,1,3,0,0,0,104
197901DOAEI50,1,2,1,3,0,0,0,109
197945FD00004,1,1,1,2,0,0,0,2
19794000D1092,1,1,1,3,0,0,0,109
197920G9OGC00,1,1,3,3,5,9,0,0
197901EEIIX25,1,1,3,3,5,6,0,0
197997FB06311,1,1,3,2,5,4,0,0
1979440KC0120,2,1,1,3,0,0,0,109
1979315211273,1,1,1,3,0,0,0,109
197950J670057,2,2,1,3,0,0,0,109
1979420040258,1,1,3,2,5,1,0,0
197937A29O306,1,1,1,3,0,0,0,109
197913C030079,1,1,1,3,0,0,0,109
1979910010029,1,1,2,2,0,0,1,109
197920G6IJC60,2,1,1,3,0,0,0,109
197945FG00357,1,1,1,3,0,0,0,113
197950B130979,1,1,1,3,0,0,0,109
1979360010839,1,1,2,3,0,0,1,109
197997KB14208,1,1,1,3,0,0,0,109
197937L2JKD40,1,1,1,2,0,0,0,109
197943D059039,1,1,3,3,5,1,0,0
197901FKXDL61,1,2,3,3,5,9,0,0
1979119BE0511,1,1,2,3,0,0,1,109
197920EVXG505,2,1,1,3,0,0,0,103
197912B130379,2,5,2,3,0,0,2,109
19799379C2173,1,1,1,3,0,0,0,104
197947TA90139,1,1,3,3,1,1,0,0
197997RC02107,1,1,1,3,0,0,0,104
19794000B1452,2,2,1,3,0,0,0,109
1979420020285,1,1,2,3,0,0,2,109
197901GEHLH75,2,7,2,3,0,0,1,109
197905C200500,1,1,3,3,6,8,0,0
1979360050710,1,3,2,2,0,0,2,109
1979312111221,2,3,2,3,0,0,1,109
197997KA28202,1,1,3,3,4,4,0,0
197943A001079,1,1,1,2,0,0,0,104
197906M001149,2,2,2,3,0,0,0,19
197950E401713,1,1,3,3,1,1,0,0
197901LSQLK06,1,1,1,3,0,0,0,109
197943C050019,1,1,3,3,5,1,0,0
197912B099579,1,2,2,2,0,0,0,104
19793379E0488,1,1,3,3,5,2,0,0
19799379C2684,1,2,2,3,0,0,1,109
197912C119779,1,1,1,2,0,0,0,109
1979557921265,1,1,3,3,5,9,0,0
1979040FA0287,1,1,2,3,0,0,1,109
197910B023879,2,1,1,3,0,0,0,104
197917G100687,1,1,1,3,0,0,0,109
1979040JQ1959,1,1,3,3,5,3,0,0
197948P455379,1,1,1,2,0,0,0,109
1979927907536,1,1,2,3,0,0,1,109
1979040AM1377,2,2,2,3,0,0,2,109
197932C099379,1,1,2,3,0,0,1,109
197914F200457,1,1,3,2,5,3,0,0
1979620D06740,1,2,2,2,0,0,0,104
197901LPXKQ48,1,1,2,3,0,0,1,109
197901KAAGO35,1,1,1,3,0,0,0,109
197943B006129,2,1,2,3,0,0,1,109
197997GB21507,1,1,3,3,5,3,0,0
197901AHFJQ78,1,1,1,3,0,0,0,109
197912B114379,1,2,2,3,0,0,2,109
197997RA04608,1,1,2,3,0,0,1,109
1979220304010,1,1,1,3,0,0,0,104
197910H042079,3,2,1,3,0,0,0,104
1979420020134,2,1,2,3,0,0,2,109
197995779A049,1,1,2,3,0,0,0,19
197901F8XLQ79,1,1,3,2,5,6,0,0
197916L030695,1,1,1,2,0,0,0,104
197997PC04405,3,1,2,3,0,0,0,19
197943C135079,2,2,1,2,0,0,0,109
197947SA90253,1,1,1,2,0,0,0,109
197932B006179,1,1,3,3,5,2,0,0
1979309A00867,2,1,1,2,0,0,0,1
197901ITQGC15,1,1,1,3,0,0,0,104
1979461206839,2,2,2,2,0,0,0,104
197901J5QHW77,1,2,2,3,0,0,2,109
1979309D03100,1,1,3,2,6,9,0,0
1979420070345,1,1,1,2,0,0,0,109
197997AC07309,1,1,1,3,0,0,0,109
1979312211473,2,1,1,2,0,0,0,109
1979440AG0103,1,1,1,3,0,0,0,109
1979440DT0181,1,1,1,2,0,0,0,109
197943E091129,2,1,1,3,0,0,0,109
197901KBTAF27,2,2,1,3,0,0,0,109
197907KDDKE60,1,3,2,2,0,0,2,109
197901LHRED61,1,1,3,3,5,9,0,0
197901ASSEU72,1,1,1,3,0,0,0,104
197920KCRLO90,1,1,1,3,0,0,0,1
1979620A01760,1,1,2,3,0,0,0,11
197901DUJJD20,1,1,1,3,0,0,0,104
197901KGJLE41,1,1,1,3,0,0,0,109
197920DBMK303,1,1,1,3,0,0,0,109
1979420020412,1,1,1,3,0,0,0,104
197920JKXGO00,2,1,1,3,0,0,0,109
197916T050089,1,1,3,3,5,1,0,0
1979040CG1698,1,1,3,3,5,1,0,0
1979311200136,1,1,3,2,5,3,0,0
197912B084479,2,9,2,2,0,0,2,109
197947CA91279,1,1,3,3,9,7,0,0
197997AC08511,1,1,3,3,5,3,0,0
197901DGNDQ03,1,1,2,3,0,0,-1,109
1979440KF0132,1,1,1,3,0,0,0,109
197950J671210,2,3,2,3,0,0,2,109
1979620A03920,1,1,2,3,0,0,0,11
197912B159979,1,1,1,3,0,0,0,104
1979947904767,1,1,1,3,0,0,0,109
197912A177679,2,3,2,3,0,0,1,109
197910C032079,1,2,2,3,0,0,1,109
197914F101410,1,1,1,3,0,0,0,104
197901LSTAE43,1,1,3,3,5,9,0,0
1979420070821,2,1,1,3,0,0,0,104
1979220601003,1,1,1,1,0,0,0,109
1979600A02084,1,5,1,3,0,0,0,109
197996UG14125,1,2,1,3,0,0,0,104
1979557922646,1,2,3,2,5,2,0,0
197917F201099,1,1,3,2,5,5,0,0
1979466202209,1,1,1,2,0,0,0,103
197997KB00609,1,1,3,3,4,1,0,0
197901G2TCL96,2,1,1,2,0,0,0,104
197913K143279,1,1,3,2,6,9,0,0
1979557922614,2,1,1,3,0,0,0,104
1979420070449,1,1,1,2,0,0,0,104
1979600D05128,1,1,3,3,5,3,0,0
1979420020680,2,3,1,3,0,0,0,109
197920JHVBC00,2,1,1,3,0,0,0,109
197906C000267,1,1,1,2,0,0,0,1
1979230000793,1,1,1,3,0,0,0,104
197906P000220,1,1,1,2,0,0,0,19
197950E421033,1,1,1,2,0,0,0,104
197901EQXAD35,1,3,3,3,6,9,0,0
197901L2XEP41,2,1,2,2,0,0,1,109
197947XA90799,1,1,1,2,0,0,0,109
197901ACPJW82,1,1,1,3,0,0,0,19
197920JTHFO00,3,2,1,3,0,0,0,2
1979311101323,1,1,1,3,0,0,0,104
1979600D07014,1,1,1,2,0,0,0,1
197937A19I204,1,1,1,1,0,0,0,104
197901I2UF256,3,1,1,3,0,0,0,109
197901H7WJC22,1,1,3,2,2,9,0,0
1979420070097,2,3,1,2,0,0,0,109
1979219700104,1,1,3,3,4,1,0,0
197901GJGKD71,1,1,1,3,0,0,0,113
1979219700190,2,5,2,3,0,0,0,19
197907HQSKQ20,1,4,2,3,0,0,-1,109
197914B200106,2,1,1,3,0,0,0,109
1979557923051,1,1,3,2,5,1,0,0
1979040CD0274,2,3,2,3,0,0,2,109
197920GLQKC00,1,1,3,3,5,9,0,0
197917F301690,1,1,1,3,0,0,0,109
197952FKR1057,1,2,2,2,0,0,0,104
1979309D01983,1,1,1,3,0,0,0,104
197901GNPCU77,1,1,2,3,0,0,0,19
1979040EB0772,1,1,1,3,0,0,0,113
197995O79E027,1,3,2,2,0,0,0,19
1979220309057,1,1,1,2,0,0,0,104
197906F001429,2,1,1,3,0,0,0,104
1979600C02065,2,3,1,3,0,0,0,104
197952FKR0296,2,1,1,3,0,0,0,109
197943H015059,2,1,1,3,0,0,0,1
197934AK00431,1,1,3,3,5,3,0,0
197901GATID35,1,1,3,3,2,9,0,0
1979440DH0131,1,1,2,3,0,0,1,109
197932D002879,1,3,2,3,0,0,2,109
197952JSA1269,1,1,1,3,0,0,0,109
1979462300399,2,1,1,2,0,0,0,104
197995379B037,1,1,2,3,0,0,0,11
197901KTRKW97,1,1,1,3,0,0,0,104
19794141C1108,1,2,1,3,0,0,0,104
197997UC91803,1,2,2,3,0,0,1,109
1979309B01933,2,3,1,2,0,0,0,109
197950B220010,2,6,2,3,0,0,2,109
1979040DD1721,1,1,1,3,0,0,0,109
197954AT04269,2,2,1,3,0,0,0,109
197905L100716,1,1,1,3,0,0,0,104
197952ATR0551,2,1,2,3,0,0,0,110
1979620H05060,1,2,3,3,6,1,0,0
197912A242479,2,2,2,3,0,0,2,109
197997KB37211,2,1,1,2,0,0,0,1
197947RA90241,3,4,2,3,0,0,0,110
1979620D04270,2,1,1,3,0,0,0,104
1979440LW0066,1,1,2,3,0,0,1,109
197905G100140,3,1,1,3,0,0,0,1
197901BJVID94,1,1,1,3,0,0,0,109
197920J5QLC70,1,1,3,3,5,9,0,0
1979219500400,2,5,2,3,0,0,0,11
197945CA00491,1,1,1,3,0,0,0,109
197912C063779,1,2,2,2,0,0,1,109
1979314111364,1,9,2,3,0,0,0,110
1979360040111,2,1,2,3,0,0,1,109
197997QB20806,1,1,3,3,5,7,0,0
197901CSMJC65,1,1,3,3,2,9,0,0
1979219200836,1,1,3,2,4,3,0,0
197916K080328,1,1,1,3,0,0,0,104
197947CA90399,1,1,3,3,6,8,0,0
1979600A04031,1,2,2,3,0,0,1,109
197901IGLAF26,1,1,3,3,5,9,0,0
197920CMWJ309,1,1,3,3,5,9,0,0
1979530EI0552,1,1,1,3,0,0,0,109
197952LNP0066,2,1,1,3,0,0,0,109
1979219500147,2,1,1,3,0,0,0,1
1979355041479,2,1,1,3,0,0,0,1
197914C302227,2,1,1,3,0,0,0,109
1979947901749,1,2,2,3,0,0,1,109
197945GK00151,1,4,1,3,0,0,0,109
19794000D1456,2,5,2,3,0,0,2,109
197901GQIEC83,1,1,1,3,0,0,0,109
197901EHTEC54,1,1,1,3,0,0,0,104
197901JKTHQ46,1,2,2,3,0,0,2,109
1979927906532,1,1,3,2,5,3,0,0
197901KAMKE17,2,2,2,3,0,0,-1,109
197910H020379,1,1,3,2,5,1,0,0
197912B072679,2,1,1,3,0,0,0,109
1979420030920,1,1,2,3,0,0,2,109
197914E100123,1,1,1,3,0,0,0,104
197901EQACC88,1,1,3,3,5,9,0,0
1979040EC1684,1,1,3,3,5,1,0,0
197912C093579,1,1,1,2,0,0,0,104
1979600A09148,1,1,3,3,6,8,0,0
19796379B0312,1,2,2,2,0,0,2,109
197907KCRCQ00,1,1,3,2,10,5,0,0
197901J8VGC97,1,1,1,3,0,0,0,104
197912D061579,2,1,1,2,0,0,0,104
197934CS00194,1,2,2,3,0,0,1,109
197920L8MAI60,2,1,2,3,0,0,1,109
197907J7VIE00,2,1,1,3,0,0,0,1
197947YA90560,2,3,2,3,0,0,1,109
197901C1XAE07,2,3,1,3,0,0,0,109
197912A118379,1,1,3,1,10,9,0,0
1979220612062,1,1,1,2,0,0,0,109
197934CN00358,1,2,2,3,0,0,1,109
197901J5PED82,2,1,1,3,0,0,0,1
197901H9KAI29,1,3,1,3,0,0,0,90
197914A301364,1,1,1,3,0,0,0,109
197910H033979,1,2,2,3,0,0,1,109
197920FFGK300,2,1,1,3,0,0,0,104
197901LKGFC51,1,1,3,2,5,6,0,0
197907CSHIE00,1,1,3,1,5,9,0,0
197901IHIAE44,1,1,1,3,0,0,0,104
1979309B01280,1,4,2,2,0,0,2,109
197905J100152,1,3,2,3,0,0,0,19
197913A035579,1,1,1,3,0,0,0,109
197952FBC0424,1,1,1,3,0,0,0,109
197947CA90225,2,1,1,3,0,0,0,109
197905L100087,1,1,1,3,0,0,0,109
197901K5XCD75,2,7,2,2,0,0,1,109
197910E029479,1,1,2,3,0,0,1,109
197901H8QGD61,1,1,2,3,0,0,0,11
1979220111018,1,1,1,3,0,0,0,108
197945AW00151,2,2,2,3,0,0,1,109
197913C091779,2,2,2,3,0,0,1,109
197905L101353,1,3,1,3,0,0,0,110
197997BC03911,1,1,1,3,0,0,0,109
197907KESAQ00,2,1,1,3,0,0,0,1
197937I8OEV50,1,1,1,2,0,0,0,104
197943C121109,1,1,1,3,0,0,0,104
197997FB01502,2,1,1,2,0,0,0,1
1979220304014,1,1,3,2,5,1,0,0
197954CZ05069,2,1,1,3,0,0,0,104
1979040DB0280,1,1,3,3,5,3,0,0
1979353000779,2,1,1,3,0,0,0,2
197901EKAEE46,1,1,2,3,0,0,1,109
1979420090173,1,1,1,3,0,0,0,109
197901LPNCF15,1,1,3,3,1,9,0,0
197950A081417,1,1,1,2,0,0,0,109
197901JGIHV40,2,1,2,3,0,0,2,109
197920ICRIO90,2,1,1,3,0,0,0,19
197901KURJD33,1,1,3,3,1,9,0,0
1979316211231,3,5,2,2,0,0,2,109
197906L002195,1,1,3,3,5,2,0,0
197916N120257,1,1,2,3,0,0,0,11
197906G001650,1,1,1,3,0,0,0,104
197907JESI280,1,1,1,2,0,0,0,104
197920F4TH300,1,2,2,3,0,0,2,109
1979220106065,1,1,1,3,0,0,0,1
1979353032579,1,2,2,2,0,0,0,104
197943E081019,1,1,1,3,0,0,0,109
197997NA02410,1,1,3,2,5,3,0,0
1979420080005,1,1,3,3,5,3,0,0
19794141E2083,2,1,1,2,0,0,0,1
197943G007119,1,2,2,3,0,0,2,109
197947YA90281,1,1,2,3,0,0,0,19
1979440JC0113,2,3,3,3,6,9,0,0
197995879E030,1,2,2,2,0,0,1,109
197906G000743,1,1,1,3,0,0,0,104
197937A31F503,2,2,1,3,0,0,0,113
197910F009879,1,1,3,3,5,3,0,0
1979465102409,1,1,1,2,0,0,0,1
197947XA90079,1,1,3,2,5,1,0,0
1979440GA0075,1,1,1,2,0,0,0,2
197997GA08612,1,2,1,3,0,0,0,109
197947XA90923,2,2,2,3,0,0,2,109
197920J9WKC30,2,1,1,2,0,0,0,104
197901JSSDE70,2,1,2,3,0,0,1,109
197997UB01710,1,1,3,2,5,1,0,0
197901HBNFC82,1,1,2,3,0,0,2,109
1979910091032,2,1,1,2,0,0,0,104
197932D094979,1,1,3,2,5,4,0,0
197954DD13849,1,1,1,3,0,0,0,2
19794141A2072,2,3,2,3,0,0,1,109
197910H011379,1,1,3,3,5,1,0,0
197932D071179,2,1,1,3,0,0,0,109
197954CD01949,1,1,1,3,0,0,0,109
197901LKLDW92,2,1,1,3,0,0,0,1
197901J2QCO92,1,1,1,3,0,0,0,109
197920KHOKO00,1,2,2,3,0,0,1,109
197901CSSDW21,1,1,3,3,5,9,0,0
1979309A01697,1,2,2,3,0,0,1,109
197997BA06004,1,2,2,3,0,0,0,11
197952LWE1011,1,1,1,3,0,0,0,1
197950B181415,1,2,2,2,0,0,1,109
197917G100502,2,3,2,3,0,0,1,109
197952GFR0408,2,2,1,3,0,0,0,90
1979230002148,2,1,1,3,0,0,0,104
197901EEHGC41,1,1,3,3,5,9,0,0
1979557912625,1,1,1,3,0,0,0,109
197920H1RFO00,1,1,2,3,0,0,1,109
197906K000846,2,4,2,3,0,0,1,109
197901H5QEF36,2,4,2,3,0,0,-1,109
1979462205509,2,1,1,3,0,0,0,109
197913L111079,1,1,1,2,0,0,0,109
197906E000052,2,1,1,3,0,0,0,109
197901ILPBQ04,1,1,3,3,5,9,0,0
197901B8QJV29,1,1,1,3,0,0,0,109
197932D093979,2,2,2,3,0,0,0,104
197901IGVHP50,2,2,2,2,0,0,-1,109
1979309D02718,1,1,1,3,0,0,0,1
197934DD00325,3,1,1,3,0,0,0,109
197901HNRIE55,1,1,1,2,0,0,0,2
19799379W1665,1,1,3,2,5,3,0,0
19793379E0987,1,2,2,3,0,0,1,109
197947XA90662,1,1,1,3,0,0,0,104
197914F100630,1,2,2,3,0,0,1,109
197912A017179,1,2,2,3,0,0,1,109
1979309B00054,1,1,1,3,0,0,0,109
1979440AF0126,2,1,1,3,0,0,0,2
197952DLO1134,1,1,2,3,0,0,1,109
197901HSIAF19,1,1,1,3,0,0,0,104
197914A201943,1,1,1,2,0,0,0,103
197901LIUGV41,1,1,1,3,0,0,0,109
197997CA04002,1,1,3,2,5,1,0,0
197950K711835,1,1,1,2,0,0,0,109
197913H119679,1,1,1,3,0,0,0,1
197901I6VBD82,1,1,1,3,0,0,0,104
197913J055579,9,1,2,3,0,0,1,109
1979947901174,1,2,2,3,0,0,2,109
1979463105309,2,1,1,3,0,0,0,109
19799379W0775,1,1,3,2,4,1,0,0
197903G107090,2,1,1,3,0,0,0,109
197947TA90372,1,1,3,3,5,1,0,0
197901CUWHC30,1,1,3,2,10,5,0,0
19794000C1286,1,1,3,3,5,1,0,0
197913N123079,1,1,1,3,0,0,0,1
1979219300629,1,1,3,2,5,4,0,0
19793379S0351,1,1,2,3,0,0,0,11
197910H079079,1,1,1,3,0,0,0,109
197901LEIGD07,1,1,3,3,5,6,0,0
197920L5RC050,1,1,1,2,0,0,0,109
1979040JH1195,2,1,2,3,0,0,2,109
197950J651189,1,1,1,3,0,0,0,104
1979910090768,1,2,3,3,6,8,0,0
197913C110879,1,1,3,3,5,3,0,0
197945BD00197,1,1,1,3,0,0,0,109
197906J000714,1,1,3,3,5,3,0,0
197901BRQHE72,1,1,3,3,5,9,0,0
197901EHVDL86,1,1,1,3,0,0,0,109
197952LWI0180,1,1,2,3,0,0,1,109
1979040GC1096,2,1,1,3,0,0,0,1
197995179A015,2,1,2,3,0,0,0,11
1979353065079,1,1,1,3,0,0,0,109
197937D9ND512,1,1,1,3,0,0,0,2
1979465106739,2,1,1,3,0,0,0,109
197901BEPCD31,1,1,2,2,0,0,0,11
197996WE01045,1,1,3,3,5,3,0,0
1979464100739,1,1,1,3,0,0,0,109
197912A237079,2,1,1,2,0,0,0,2
197914D200374,2,2,1,3,0,0,0,109
197950J921201,1,1,2,2,0,0,0,104
1979420080477,1,2,2,3,0,0,1,109
197907L3PHQ00,2,1,1,3,0,0,0,109
1979464100259,1,1,1,3,0,0,0,109
197950A120568,2,1,1,3,0,0,0,109
197901LFCKE69,1,4,2,3,0,0,1,109
197934DD00032,1,1,1,2,0,0,0,109
197943H074119,1,1,1,3,0,0,0,104
197901HQQIF21,1,1,2,3,0,0,0,104
197901GNMHU15,1,2,3,3,1,9,0,0
197901CLIAE02,1,1,1,3,0,0,0,2
197901HCTD669,1,3,1,3,0,0,0,109
197952FKR1030,1,4,2,3,0,0,2,109
197901D6QKI17,2,2,2,2,0,0,1,109
197906K002192,1,1,1,3,0,0,0,109
1979230000091,2,1,2,3,0,0,1,109
197997UC03509,1,1,3,3,5,1,0,0
197913H083879,1,1,2,3,0,0,1,109
197901CGQFD29,1,1,3,3,2,9,0,0
1979557924759,1,1,1,3,0,0,0,104
19793379N0061,2,4,1,2,0,0,0,109
1979309B00145,2,3,2,3,0,0,1,109
197932A107079,2,3,1,2,0,0,0,109
197961A339790,1,2,1,3,0,0,0,109
1979420060152,2,2,2,3,0,0,0,104
197961B006790,1,2,1,3,0,0,0,104
1979440FC0489,1,1,3,2,3,3,0,0
197906G002076,1,1,3,3,9,8,0,0
197932D126879,1,1,1,2,0,0,0,104
197950G470599,1,10,2,3,0,0,0,11
197901GMWIC56,1,3,2,3,0,0,1,109
197901FRNKC14,2,1,1,3,0,0,0,1
19796379A0001,1,1,1,2,0,0,0,109
1979230001263,3,1,1,2,0,0,0,1
197997GB20701,1,1,2,3,0,0,0,90
197920IKQKO00,1,1,3,2,5,9,0,0
1979530EI0512,1,1,1,2,0,0,0,2
197920EISD402,3,1,1,3,0,0,0,104
197952DLO0129,2,1,2,3,0,0,1,109
19793379E0409,1,4,2,3,0,0,2,109
197907CQMDE80,2,1,1,3,0,0,0,1
1979309C01453,1,1,1,2,0,0,0,104
1979420070140,1,2,1,3,0,0,0,19
197914C302259,1,1,1,3,0,0,0,104
197954MB01329,1,2,2,2,0,0,1,109
197947YA90314,2,2,2,2,0,0,0,104
1979220207039,1,1,1,3,0,0,0,109
197947TA90380,2,1,1,3,0,0,0,104
197916J020374,1,2,2,2,0,0,0,104
197947NA90045,1,1,3,3,5,1,0,0
197961C43679P,1,1,3,3,6,1,0,0
197906N000818,1,1,3,3,5,3,0,0
197943F018109,1,1,1,3,0,0,0,109
197910H056279,1,1,2,3,0,0,2,109
197901H8XAX74,1,1,1,3,0,0,0,104
1979119DJ1404,2,1,1,3,0,0,0,109
1979360021098,1,1,1,2,0,0,0,104
1979309D02527,1,1,1,1,0,0,0,104
197997EB03810,1,1,3,2,4,4,0,0
197901CMTBE68,1,1,1,3,0,0,0,109
197947SA90176,1,1,1,3,0,0,0,104
197901KHWEW69,1,1,1,3,0,0,0,109
1979440CT0019,1,1,1,1,0,0,0,109
19796379D0203,2,2,2,2,0,0,1,109
1979440LP0179,2,1,2,3,0,0,1,109
197947NA90381,1,1,1,3,0,0,0,1
197913N171979,1,1,3,3,5,1,0,0
197997EB09202,2,1,1,3,0,0,0,109
1979440BB0168,1,1,2,3,0,0,1,109
1979219300177,1,2,1,3,0,0,0,109
197913Q182079,1,1,2,3,0,0,2,109
197914B200548,2,1,1,3,0,0,0,113
197913N107179,1,1,1,3,0,0,0,1
197910A052679,2,1,1,3,0,0,0,104
1979119CI0993,1,1,1,3,0,0,0,109
197950B181839,1,1,1,2,0,0,0,109
